x,y,z,old,d
86,267,195,13.26722151,9.26722151
495,238,60,11.18511798,7.18511798
151,336,379,10.5860526,6.5860526
350,285,178,13.26722151,9.26722151
1,218,130,9.277997068,5.277997068
182,183,303,10.78728731,6.78728731
27,382,160,11.18511798,7.18511798
303,488,391,11.18511798,7.18511798
64,348,45,10.5635233,6.5635233
140,406,385,13.30907356,9.30907356
284,245,270,12.52342105,8.52342105
205,192,331,9.931017609,5.931017609
322,449,450,10.5635233,6.5635233
213,129,111,12.2556165,8.2556165
138,439,385,10.62621747,6.62621747
213,391,95,12.52342105,8.52342105
76,490,47,10.07019783,6.07019783
195,495,262,11.85392641,7.85392641
101,456,62,10.89856262,6.89856262
432,153,100,10.5635233,6.5635233
50,408,157,13.41295908,9.41295908
152,316,48,11.5448654,7.5448654
132,72,236,8.958145065,4.958145065
108,114,59,10.07570775,6.07570775
89,38,452,9.576413415,5.576413415
230,79,224,9.0660804,5.0660804
151,240,355,8.14360619,4.14360619
391,311,225,11.18511798,7.18511798
481,437,73,10.5635233,6.5635233
184,313,425,10.3955659,6.3955659
411,81,308,10.07019783,6.07019783
213,288,270,11.96991399,7.96991399
334,253,107,12.52342105,8.52342105
115,476,426,11.57530987,7.57530987
54,239,145,10.75228973,6.75228973
263,265,289,12.52342105,8.52342105
19,468,190,12.06261017,8.06261017
80,494,115,9.655163999,5.655163999
124,57,175,9.866292145,5.866292145
19,168,205,8.309134982,4.309134982
416,13,442,10.89856262,6.89856262
452,376,380,10.07019783,6.07019783
345,253,10,10.07019783,6.07019783
444,385,424,10.89856262,6.89856262
490,19,307,13.41295908,9.41295908
494,393,480,13.41295908,9.41295908
49,476,329,10.12308855,6.12308855
80,329,217,12.23821331,8.23821331
415,215,428,11.5448654,7.5448654
420,14,366,12.06261017,8.06261017
167,181,364,10.31085829,6.31085829
500,277,98,11.5448654,7.5448654
362,294,288,12.06261017,8.06261017
83,418,436,11.64808301,7.64808301
396,422,43,10.89856262,6.89856262
430,363,369,9.655163999,5.655163999
127,428,420,10.64401851,6.64401851
237,221,74,10.27783854,6.27783854
36,376,202,11.87147492,7.87147492
118,280,45,12.89100029,8.89100029
244,94,449,9.387215146,5.387215146
249,170,82,8.978494803,4.978494803
302,212,224,12.52342105,8.52342105
268,409,235,13.41295908,9.41295908
55,279,465,11.51154184,7.51154184
232,418,70,10.8338618,6.8338618
25,105,142,10.59851874,6.59851874
157,451,414,12.15098947,8.15098947
