x,y,z,old,d
307,108,97,5.665926679,3.165926679
330,468,462,5.696318816,3.196318816
23,285,213,5.665926679,3.165926679
250,349,47,5.712612255,3.212612255
219,59,204,9.164878169,6.664878169
81,114,117,8.438993851,5.938993851
31,217,52,6.120611346,3.620611346
14,485,269,5.397820591,2.897820591
289,145,350,7.367543257,4.867543257
399,191,319,6.307166279,3.807166279
66,272,216,4.463185962,1.963185962
102,166,31,7.934544751,5.434544751
452,364,302,7.568505543,5.068505543
98,270,2,6.865689214,4.365689214
396,346,279,5.665926679,3.165926679
480,163,366,5.712612255,3.212612255
32,174,79,8.347882143,5.847882143
381,153,56,4.463185962,1.963185962
243,441,485,7.556502926,5.056502926
54,73,365,4.512310265,2.012310265
297,50,13,6.865689214,4.365689214
9,38,359,4.751824397,2.251824397
249,455,462,6.002154641,3.502154641
293,304,354,4.463185962,1.963185962
382,284,441,6.865689214,4.365689214
59,456,248,6.350211781,3.850211781
471,376,488,6.350211781,3.850211781
162,63,473,4.871095187,2.371095187
313,59,438,5.721046664,3.221046664
16,250,25,5.877682894,3.377682894
365,273,204,5.721046664,3.221046664
209,446,131,7.053786325,4.553786325
269,255,207,5.696318816,3.196318816
37,44,461,3.377431243,0.877431243
482,340,355,5.877682894,3.377682894
239,219,370,2.990802899,0.490802899
58,279,94,5.89339548,3.39339548
409,119,438,5.696318816,3.196318816
82,266,94,6.736083195,4.236083195
45,343,69,5.654703169,3.154703169
321,434,167,7.568505543,5.068505543
79,157,218,7.356863715,4.856863715
148,343,456,6.795429136,4.295429136
257,249,242,6.350211781,3.850211781
128,279,35,6.388981077,3.888981077
495,390,19,5.665926679,3.165926679
235,144,202,9.531161733,7.031161733
380,299,218,4.463185962,1.963185962
55,68,172,8.203894858,5.703894858
346,420,136,6.865689214,4.365689214
18,157,286,4.731888202,2.231888202
442,418,483,7.053786325,4.553786325
0,136,153,7.95652784,5.45652784
205,303,303,6.0641021,3.5641021
261,81,448,7.568505543,5.068505543
482,454,299,5.89339548,3.39339548
355,117,475,5.665926679,3.165926679
23,370,179,6.546478298,4.046478298
74,387,174,4.592038383,2.092038383
375,15,397,4.463185962,1.963185962
90,5,430,5.081803671,2.581803671
500,358,90,6.736083195,4.236083195
208,221,144,7.884057913,5.384057913
16,448,17,5.900906862,3.400906862
109,4,263,7.288118864,4.788118864
301,324,176,6.350211781,3.850211781
201,199,405,4.76355009,2.26355009
336,144,425,6.865689214,4.365689214
182,424,82,5.674690695,3.174690695
416,332,8,5.877682894,3.377682894
98,262,243,5.860159519,3.360159519
365,86,58,5.877682894,3.377682894
239,145,15,8.63643194,6.13643194
333,483,408,5.654703169,3.154703169
22,237,213,7.558844285,5.058844285
317,225,143,7.053786325,4.553786325
113,207,417,3.140782779,0.640782779
