x,y,z,old,d
406,71,39,18.01619166,12.01619166
72,375,337,13.07473949,7.07473949
127,293,226,15.39022888,9.39022888
294,177,221,14.64490308,8.64490308
346,88,459,15.06041019,9.06041019
334,467,62,15.39022888,9.39022888
44,199,174,16.12086565,10.12086565
193,96,353,14.39347258,8.39347258
231,97,376,14.56737077,8.56737077
378,468,237,15.98704737,9.98704737
360,29,474,16.13057145,10.13057145
61,22,373,15.17073246,9.17073246
341,175,337,15.21679174,9.21679174
137,258,122,15.98704737,9.98704737
99,154,434,15.90073651,9.90073651
26,446,392,13.96242246,7.96242246
205,150,48,18.22379214,12.22379214
315,185,312,16.65451333,10.65451333
19,203,145,17.32228885,11.32228885
297,336,257,14.64490308,8.64490308
490,97,152,15.39022888,9.39022888
131,262,214,16.34847162,10.34847162
400,144,211,15.98704737,9.98704737
89,415,333,12.32085741,6.32085741
160,363,167,16.31721798,10.31721798
113,106,480,14.74259282,8.74259282
408,248,331,15.76460362,9.76460362
119,165,169,15.50739828,9.50739828
361,210,324,16.13970885,10.13970885
385,402,489,15.39022888,9.39022888
194,28,401,14.6311288,8.6311288
484,157,287,17.08509528,11.08509528
25,309,78,14.57126832,8.57126832
244,319,448,13.83273974,7.83273974
388,31,362,16.52331997,10.52331997
69,330,179,14.39275412,8.39275412
14,266,493,14.55132029,8.55132029
82,11,79,17.45425201,11.45425201
152,246,92,17.20029247,11.20029247
51,148,92,17.60051216,11.60051216
223,95,68,15.42217911,9.42217911
340,154,437,16.43114726,10.43114726
7,86,118,17.56357235,11.56357235
193,434,4,15.06041019,9.06041019
129,80,17,15.09660941,9.09660941
327,240,106,16.34847162,10.34847162
167,48,484,16.12812828,10.12812828
374,180,171,16.31721798,10.31721798
250,194,379,14.91169499,8.91169499
293,120,420,18.01996645,12.01996645
264,419,422,15.98704737,9.98704737
336,117,395,14.17720628,8.17720628
214,448,296,10.40336341,4.40336341
31,422,38,16.13057145,10.13057145
229,449,247,15.21679174,9.21679174
380,177,64,14.57126832,8.57126832
304,390,178,16.34847162,10.34847162
165,387,402,13.66012768,7.66012768
113,325,124,16.65451333,10.65451333
54,446,467,13.38300256,7.38300256
363,64,56,14.39275412,8.39275412
59,130,479,16.5117057,10.5117057
75,25,52,17.38721929,11.38721929
19,226,215,16.89486313,10.89486313
292,87,325,16.58609706,10.58609706
173,227,201,15.95756498,9.95756498
387,219,420,16.73132557,10.73132557
389,221,4,15.06041019,9.06041019
122,44,414,15.37893385,9.37893385
180,263,360,12.88059818,6.88059818
396,89,98,16.13057145,10.13057145
178,122,32,18.2213544,12.2213544
279,161,282,15.74354801,9.74354801
58,346,488,11.31481954,5.31481954
260,208,184,15.21679174,9.21679174
246,442,64,15.76460362,9.76460362
445,185,116,16.65451333,10.65451333
231,281,424,13.96860813,7.96860813
346,413,472,16.34847162,10.34847162
248,165,186,16.94753859,10.94753859
228,308,254,12.66043849,6.66043849
384,445,146,16.31721798,10.31721798
62,11,99,18.33333187,12.33333187
218,366,440,12.58104221,6.58104221
147,187,57,15.84884867,9.84884867
388,374,267,16.31721798,10.31721798
268,214,292,16.06385859,10.06385859
45,181,229,15.76997721,9.76997721
355,488,242,14.57126832,8.57126832
184,229,483,16.09750322,10.09750322
205,214,105,16.5165318,10.5165318
298,290,328,14.57126832,8.57126832
313,358,110,14.39275412,8.39275412
406,416,179,15.06041019,9.06041019
475,374,439,14.39275412,8.39275412
26,311,306,12.44775726,6.44775726
301,196,243,15.76460362,9.76460362
353,90,253,16.56816907,10.56816907
12,106,411,16.91964833,10.91964833
225,13,298,15.85154435,9.85154435
286,255,393,15.06041019,9.06041019
290,232,340,15.02880982,9.02880982
58,180,258,14.72405581,8.72405581
418,154,467,15.62613692,9.62613692
127,300,144,16.13970885,10.13970885
216,189,215,18.32694511,12.32694511
384,20,311,17.44403383,11.44403383
93,228,453,14.3563682,8.3563682
92,334,19,17.08509528,11.08509528
435,53,499,14.79763344,8.79763344
210,73,142,16.48816913,10.48816913
315,110,470,15.13881815,9.13881815
158,395,168,16.52331997,10.52331997
391,359,206,16.13057145,10.13057145
162,159,4,13.42513786,7.42513786
482,213,480,17.17750545,11.17750545
5,471,144,16.43114726,10.43114726
262,309,12,15.21679174,9.21679174
256,382,375,16.13057145,10.13057145
442,371,113,16.65451333,10.65451333
21,373,270,12.65481314,6.65481314
88,123,113,17.20375365,11.20375365
270,165,345,17.61656366,11.61656366
457,170,137,16.13970885,10.13970885
91,11,207,17.89627013,11.89627013
272,127,336,16.56676052,10.56676052
216,236,33,17.31433008,11.31433008
0,106,4,16.42120522,10.42120522
82,347,92,14.91169499,8.91169499
193,38,236,15.52302881,9.52302881
436,296,338,15.21679174,9.21679174
124,333,269,11.80462085,5.80462085
