x,y,z,old,d
168,391,47,18.08871504,12.08871504
210,36,404,14.96306741,8.96306741
18,333,65,15.29535758,9.29535758
265,129,183,16.22202782,10.22202782
456,136,305,16.49765516,10.49765516
353,293,194,16.61509605,10.61509605
156,437,19,14.78903918,8.78903918
95,286,139,16.81512367,10.81512367
29,453,7,17.38476776,11.38476776
49,12,441,16.56218992,10.56218992
418,144,225,17.89404988,11.89404988
251,72,316,15.11136905,9.11136905
14,4,28,15.72118572,9.72118572
160,106,393,14.71382955,8.71382955
341,165,297,15.47622295,9.47622295
471,223,198,16.61509605,10.61509605
99,333,500,16.61509605,10.61509605
473,440,71,16.49765516,10.49765516
68,442,173,15.32287027,9.32287027
257,300,300,16.49765516,10.49765516
110,495,87,16.20340506,10.20340506
323,314,328,15.11136905,9.11136905
52,186,402,15.40633984,9.40633984
430,438,398,15.47622295,9.47622295
354,231,131,16.49765516,10.49765516
431,186,120,15.11136905,9.11136905
350,308,360,15.76199283,9.76199283
206,381,291,14.03274425,8.03274425
254,492,234,15.11136905,9.11136905
234,135,287,14.31615072,8.31615072
2,191,159,17.59670485,11.59670485
448,181,480,15.76199283,9.76199283
178,265,419,14.40340928,8.40340928
422,309,46,15.47622295,9.47622295
341,441,479,15.38117043,9.38117043
356,69,493,15.38117043,9.38117043
334,395,164,15.76199283,9.76199283
468,239,332,16.0055937,10.0055937
67,266,27,15.02716941,9.02716941
255,271,249,15.38117043,9.38117043
385,46,465,18.08871504,12.08871504
48,69,13,17.17761662,11.17761662
213,400,497,13.93116551,7.93116551
158,202,115,17.8648245,11.8648245
111,9,242,16.58144595,10.58144595
258,4,246,15.47622295,9.47622295
462,89,100,15.76199283,9.76199283
294,179,111,15.38117043,9.38117043
37,412,491,12.54485373,6.54485373
107,320,177,15.87162679,9.87162679
19,84,430,14.88656136,8.88656136
488,451,45,16.0055937,10.0055937
396,29,246,16.0055937,10.0055937
250,413,248,18.08871504,12.08871504
100,349,329,15.72394735,9.72394735
216,307,292,16.47244151,10.47244151
267,163,493,15.29535758,9.29535758
40,384,393,11.31236119,5.31236119
381,488,147,15.29535758,9.29535758
64,489,477,15.43149065,9.43149065
58,210,500,16.0055937,10.0055937
149,381,249,15.63129349,9.63129349
285,244,314,14.78903918,8.78903918
417,265,270,18.08871504,12.08871504
69,499,293,16.68169959,10.68169959
276,292,139,14.78903918,8.78903918
154,123,419,14.7112071,8.7112071
292,32,410,16.81512367,10.81512367
97,360,269,14.12283845,8.12283845
343,452,13,16.81512367,10.81512367
114,283,438,13.67758766,7.67758766
271,378,346,15.29535758,9.29535758
134,394,18,16.65624047,10.65624047
58,255,64,17.06811197,11.06811197
70,366,480,13.11100665,7.11100665
79,103,262,12.82521003,6.82521003
205,398,55,16.88365532,10.88365532
276,20,58,18.08871504,12.08871504
418,339,72,17.38476776,11.38476776
441,320,99,15.32287027,9.32287027
270,189,378,17.38476776,11.38476776
122,116,50,16.67108411,10.67108411
298,59,467,15.32287027,9.32287027
331,330,204,16.20340506,10.20340506
464,474,40,15.02716941,9.02716941
166,227,446,14.5573602,8.5573602
400,133,33,15.29535758,9.29535758
288,142,234,14.78903918,8.78903918
233,450,170,16.26234948,10.26234948
201,108,411,14.37823051,8.37823051
293,301,9,15.87162679,9.87162679
256,433,482,14.78903918,8.78903918
195,187,315,15.77859529,9.77859529
239,464,29,16.5744835,10.5744835
462,328,153,15.63129349,9.63129349
213,199,10,16.92676434,10.92676434
9,430,483,16.02372024,10.02372024
313,392,36,16.65624047,10.65624047
82,349,454,14.71386493,8.71386493
105,89,81,17.40250931,11.40250931
58,430,365,15.18526479,9.18526479
234,185,211,15.08060396,9.08060396
485,244,47,16.81512367,10.81512367
4,108,120,17.46650315,11.46650315
183,196,35,16.4098187,10.4098187
160,483,91,15.54259137,9.54259137
368,440,417,16.81512367,10.81512367
110,437,385,11.52505505,5.52505505
16,207,141,15.25211901,9.25211901
419,385,414,17.38476776,11.38476776
397,290,325,15.32287027,9.32287027
315,79,360,16.20340506,10.20340506
456,387,307,16.20340506,10.20340506
339,84,389,15.02716941,9.02716941
356,376,443,15.02716941,9.02716941
338,233,154,17.38476776,11.38476776
435,411,255,15.87162679,9.87162679
133,353,383,12.8928496,6.8928496
35,368,124,14.8625483,8.8625483
472,24,349,15.87162679,9.87162679
392,361,468,15.63129349,9.63129349
153,180,403,16.13589218,10.13589218
0,108,330,12.50564877,6.50564877
150,72,337,15.16632676,9.16632676
373,485,307,16.65624047,10.65624047
