date,time,weather_description,humidity,pressure,temperature,wind_direction,wind_speed
10/5/2012,9:00:00,sky is clear,,1023,281.64,20,0
10/5/2012,10:00:00,sky is clear,55,1024,281.21,45,0
10/5/2012,11:00:00,sky is clear,56,1024,281.17,45,0
10/6/2012,12:00:00,broken clouds,45,1024,280.37,0,0
10/6/2012,1:00:00,broken clouds,48,1024,278.85,360,2
10/6/2012,2:00:00,sky is clear,68,1024,278.11,45,0
10/6/2012,3:00:00,scattered clouds,55,1025,276.92,340,2
10/6/2012,4:00:00,scattered clouds,55,1024,276.2,330,3
10/6/2012,5:00:00,broken clouds,64,1024,276.05,330,3
10/6/2012,6:00:00,scattered clouds,64,1023,276.29,330,2
10/6/2012,7:00:00,scattered clouds,64,1022,275.62,350,2
10/6/2012,8:00:00,broken clouds,66,1022,275.145,350,4
10/6/2012,9:00:00,overcast clouds,69,1022,274.67,350,7
10/6/2012,10:00:00,heavy snow,64,1022,274.26,350,7
10/6/2012,11:00:00,heavy snow,,1022,273.07,350,6
10/6/2012,12:00:00,mist,,1022,272.56,350,3
10/6/2012,1:00:00,mist,92,1022,272.5,220,2
10/6/2012,2:00:00,sky is clear,,1020,272.87,159,0
10/6/2012,3:00:00,broken clouds,80,1022,275.23,350,3
10/6/2012,4:00:00,overcast clouds,80,1023,275.77,340,5
10/6/2012,5:00:00,overcast clouds,69,1024,276.06,340,3
10/6/2012,6:00:00,overcast clouds,69,1024,275.95,340,3
10/6/2012,7:00:00,overcast clouds,64,1024,276.45,340,4
10/6/2012,8:00:00,overcast clouds,64,1024,276.26,350,4
10/6/2012,9:00:00,overcast clouds,64,1024,276.19,340,3
10/6/2012,10:00:00,overcast clouds,80,1024,275.86,340,4
10/6/2012,11:00:00,haze,64,1024,275.96,340,4
10/7/2012,12:00:00,mist,69,1024,275.62,350,4
10/7/2012,1:00:00,mist,74,1025,274.95,20,4
10/7/2012,2:00:00,mist,,1025,278.12,50,3
10/7/2012,3:00:00,mist,93,1026,274.09,50,3
10/7/2012,4:00:00,mist,100,1025,273.58,70,2
10/7/2012,5:00:00,mist,,1024,273.94,50,1
10/7/2012,6:00:00,scattered clouds,,1023,274.0033333,60,1
10/7/2012,7:00:00,broken clouds,,1023,274.0666667,70,1
10/7/2012,8:00:00,mist,,1023,274.13,80,1
10/7/2012,9:00:00,mist,,1023,274.13,60,2
10/7/2012,10:00:00,mist,,1023,274.21,40,2
10/7/2012,11:00:00,fog,,1022,273.91,60,3
10/7/2012,12:00:00,fog,,1023,273.58,20,3
10/7/2012,1:00:00,fog,,1024,273.31,10,3
10/7/2012,2:00:00,fog,,1024,273.06,360,2
10/7/2012,3:00:00,mist,,1024,273.26,20,1
10/7/2012,4:00:00,mist,,1025,274.06,30,3
10/7/2012,5:00:00,overcast clouds,80,1025,274.52,20,4
10/7/2012,6:00:00,overcast clouds,74,1025,274.87,10,4
10/7/2012,7:00:00,overcast clouds,86,1026,274.15,360,4
10/7/2012,8:00:00,heavy snow,74,1025,273.87,360,4
10/7/2012,9:00:00,heavy snow,80,1025,273.55,40,5
10/7/2012,10:00:00,mist,80,1025,273.22,70,3
10/7/2012,11:00:00,mist,69,1025,273.67,40,2
10/8/2012,12:00:00,mist,86,1025,273.41,70,2
10/8/2012,1:00:00,overcast clouds,,1025,273.01,90,3
10/8/2012,2:00:00,overcast clouds,,1025,272.82,100,3
10/8/2012,3:00:00,overcast clouds,,1025,272.84,150,3
10/8/2012,4:00:00,overcast clouds,,1025,272.84,140,2
10/8/2012,5:00:00,overcast clouds,80,1024,272.79,150,4
10/8/2012,6:00:00,overcast clouds,,1024,273.03,160,1
10/8/2012,7:00:00,overcast clouds,74,1023,273.43,190,1
10/8/2012,8:00:00,overcast clouds,,1023,273.51,0,0
10/8/2012,9:00:00,overcast clouds,,1023,273.28,360,2
10/8/2012,10:00:00,sky is clear,,1022,273.11,350,2
10/8/2012,11:00:00,sky is clear,86,1022,272.12,240,2
10/8/2012,12:00:00,sky is clear,86,1022,271.68,260,2
10/8/2012,1:00:00,few clouds,92,1022,271.18,260,2
10/8/2012,2:00:00,few clouds,79,1022,271.93,250,3
10/8/2012,3:00:00,few clouds,69,1022,274.08,230,3
10/8/2012,4:00:00,sky is clear,48,1022,276.86,0,1
10/8/2012,5:00:00,sky is clear,,1019,278.19,115,0
10/8/2012,6:00:00,sky is clear,26,1021,281.52,110,3
10/8/2012,7:00:00,sky is clear,,1018,281.88,116,0
10/8/2012,8:00:00,sky is clear,,1017,283.27,114,0
10/8/2012,9:00:00,sky is clear,,1016,283.1,65,0
10/8/2012,10:00:00,few clouds,14,1018,283.92,120,4
10/8/2012,11:00:00,few clouds,16,1018,283.54,40,2
10/9/2012,12:00:00,few clouds,18,1018,281.82,140,2
10/9/2012,1:00:00,scattered clouds,22,1018,279.16,130,2
10/9/2012,2:00:00,scattered clouds,26,1018,277.78,0,2
10/9/2012,3:00:00,few clouds,38,1018,276.79,0,2
10/9/2012,4:00:00,sky is clear,38,1018,276.32,0,1
10/9/2012,5:00:00,sky is clear,55,1017,275.89,180,4
10/9/2012,6:00:00,sky is clear,41,1017,275.82,0,0
10/9/2012,7:00:00,sky is clear,44,1017,276.36,340,4
10/9/2012,8:00:00,sky is clear,51,1017,275.675,290,2
10/9/2012,9:00:00,sky is clear,59,1017,274.99,240,1
10/9/2012,10:00:00,sky is clear,44,1017,275.07,280,1
10/9/2012,11:00:00,sky is clear,40,1016,275.4,260,2
10/9/2012,12:00:00,sky is clear,30,1016,275.81,210,2
10/9/2012,1:00:00,few clouds,35,1016,275.37,0,1
10/9/2012,2:00:00,few clouds,14,1016,278.67,310,6
10/9/2012,3:00:00,few clouds,12,1016,282.7,220,2
10/9/2012,4:00:00,few clouds,13,1016,286.6,120,4
10/9/2012,5:00:00,few clouds,7,1015,288.12,270,6
10/9/2012,6:00:00,sky is clear,,1012,289.91,48,0
10/9/2012,7:00:00,sky is clear,,1011,291.57,50,0
10/9/2012,8:00:00,sky is clear,,1010,292.91,20,1
10/9/2012,9:00:00,sky is clear,,1009,292.85,62,0
10/9/2012,10:00:00,scattered clouds,,1012,292.93,280,11
10/9/2012,11:00:00,scattered clouds,,1011,292.7,270,10
10/10/2012,12:00:00,scattered clouds,,1011,290.71,270,7
10/10/2012,1:00:00,few clouds,21,1012,286.88,190,3
10/10/2012,2:00:00,few clouds,16,1013,284.98,220,2
10/10/2012,3:00:00,few clouds,5,1013,285.3,280,8
10/10/2012,4:00:00,few clouds,5,1013,284.67,280,5
10/10/2012,5:00:00,few clouds,19,1014,283.64,230,5
10/10/2012,6:00:00,sky is clear,8,1013,284.28,270,8
10/10/2012,7:00:00,sky is clear,11,1012,284.08,260,2
10/10/2012,8:00:00,sky is clear,12,1013,283.6,290,2
10/10/2012,9:00:00,sky is clear,8,1013,282.0233333,290,1
10/10/2012,10:00:00,sky is clear,,1013,280.4466667,290,0
10/10/2012,11:00:00,sky is clear,,1014,278.87,291,0
10/10/2012,12:00:00,sky is clear,69,1017,276.88,360,3
10/10/2012,1:00:00,scattered clouds,74,1017,276.12,0,2
10/10/2012,2:00:00,broken clouds,,1018,277.26,20,2
10/10/2012,3:00:00,sky is clear,,1017,278.29,17,0
10/10/2012,4:00:00,sky is clear,,1017,279.15,47,0
10/10/2012,5:00:00,overcast clouds,,1020,279.86,30,2
10/10/2012,6:00:00,overcast clouds,,1019,280.71,0,2
10/10/2012,7:00:00,overcast clouds,,1019,281.18,0,3
10/10/2012,8:00:00,overcast clouds,,1019,281.21,40,2
10/10/2012,9:00:00,overcast clouds,,1020,280.57,0,3
10/10/2012,10:00:00,broken clouds,14,919,284.735,34,3
10/10/2012,11:00:00,sky is clear,28,818,288.9,68,4
10/11/2012,12:00:00,sky is clear,28,818,288.9,68,4
10/11/2012,1:00:00,sky is clear,28,818,288.9,68,4
10/11/2012,2:00:00,sky is clear,28,818,288.9,68,4
10/11/2012,3:00:00,sky is clear,28,818,288.9,68,4
10/11/2012,4:00:00,sky is clear,28,818,288.9,68,4
10/11/2012,5:00:00,few clouds,28,818,288.9,68,4
10/11/2012,6:00:00,sky is clear,28,818,288.9,68,4
10/11/2012,7:00:00,overcast clouds,,1022,278.06,170,1
10/11/2012,8:00:00,sky is clear,,1022,277.35,150,1
10/11/2012,9:00:00,sky is clear,,1022,276.82,350,1
10/11/2012,10:00:00,sky is clear,,1021,276.56,330,2
10/11/2012,11:00:00,sky is clear,,1021,275.2,340,2
10/11/2012,12:00:00,sky is clear,,1021,274.97,340,2
10/11/2012,1:00:00,sky is clear,,1019,275.26,180,0
10/11/2012,2:00:00,broken clouds,,1021,276.09,330,2
10/11/2012,3:00:00,haze,86,1021,277.88,0,1
10/11/2012,4:00:00,scattered clouds,68,970,282.31,14,1
10/11/2012,5:00:00,scattered clouds,51,919,286.74,28,1
10/11/2012,6:00:00,broken clouds,34,868,291.17,42,1
10/11/2012,7:00:00,sky is clear,17,817,295.6,57,2
10/11/2012,8:00:00,sky is clear,17,817,295.6,57,2
10/11/2012,9:00:00,broken clouds,35,1017,289.68,0,2
10/11/2012,10:00:00,broken clouds,,1017,289.88,0,1
10/11/2012,11:00:00,broken clouds,38,1016,288.92,360,1
10/12/2012,12:00:00,broken clouds,44,1016,286.54,320,2
10/12/2012,1:00:00,broken clouds,50,1016,284.71,0,1
10/12/2012,2:00:00,broken clouds,57,1017,282.94,0,1
10/12/2012,3:00:00,broken clouds,57,1017,282.26,0,0
10/12/2012,4:00:00,broken clouds,61,1017,282.5,0,0
10/12/2012,5:00:00,broken clouds,61,1017,282.51,210,2
10/12/2012,6:00:00,sky is clear,61,1017,281.95,210,1
10/12/2012,7:00:00,sky is clear,46,1016,282.07,270,3
10/12/2012,8:00:00,sky is clear,46,1017,282.88,190,3
10/12/2012,9:00:00,few clouds,49,1018,282.61,140,1
10/12/2012,10:00:00,few clouds,45,1017,282.44,160,3
10/12/2012,11:00:00,few clouds,49,1018,282.34,0,0
10/12/2012,12:00:00,sky is clear,52,1018,281.73,160,1
10/12/2012,1:00:00,scattered clouds,49,1019,282,150,2
10/12/2012,2:00:00,broken clouds,40,1019,283.23,360,4
10/12/2012,3:00:00,broken clouds,35,1020,284.84,0,0
10/12/2012,4:00:00,broken clouds,30,1021,287.88,350,4
10/12/2012,5:00:00,broken clouds,,1022,288.19,20,4
10/12/2012,6:00:00,broken clouds,,1022,288.66,10,3
10/12/2012,7:00:00,broken clouds,,1022,288.85,360,4
10/12/2012,8:00:00,scattered clouds,29,1021,289.29,360,2
10/12/2012,9:00:00,scattered clouds,27,1021,290.26,40,4
10/12/2012,10:00:00,scattered clouds,31,1022,289.32,40,4
10/12/2012,11:00:00,broken clouds,33,1022,288.18,40,3
10/13/2012,12:00:00,broken clouds,33,981,288.644,44,4
10/13/2012,1:00:00,broken clouds,33,941,289.108,49,4
10/13/2012,2:00:00,scattered clouds,33,901,289.572,53,5
10/13/2012,3:00:00,scattered clouds,33,861,290.036,58,5
10/13/2012,4:00:00,sky is clear,33,821,290.5,63,6
10/13/2012,5:00:00,scattered clouds,65,1024,280.26,160,5
10/13/2012,6:00:00,sky is clear,,1024,280,350,4
10/13/2012,7:00:00,sky is clear,,1023,279.74,340,4
10/13/2012,8:00:00,sky is clear,,1023,279.49,320,4
10/13/2012,9:00:00,sky is clear,,1022,278.63,350,3
10/13/2012,10:00:00,sky is clear,,1021,277.95,330,6
10/13/2012,11:00:00,sky is clear,,1021,277.24,340,3
10/13/2012,12:00:00,sky is clear,80,1021,276.44,350,2
10/13/2012,1:00:00,scattered clouds,86,1021,276.17,0,0
10/13/2012,2:00:00,broken clouds,74,1021,276.54,0,0
10/13/2012,3:00:00,broken clouds,74,1021,278.19,0,0
10/13/2012,4:00:00,broken clouds,60,1020,280.45,0,1
10/13/2012,5:00:00,broken clouds,,1019,282.78,0,1
10/13/2012,6:00:00,overcast clouds,,1018,284.21,0,0
10/13/2012,7:00:00,light rain,,1019,284.11,0,2
10/13/2012,8:00:00,scattered clouds,53,1016,287.55,340,2
10/13/2012,9:00:00,scattered clouds,44,1014,289.91,0,0
10/13/2012,10:00:00,broken clouds,39,1013,289.83,100,2
10/13/2012,11:00:00,squalls,41,1015,287.65,240,3
10/14/2012,12:00:00,broken clouds,62,1013,286.5,0,0
10/14/2012,1:00:00,broken clouds,62,1014,285.17,10,3
10/14/2012,2:00:00,broken clouds,66,1014,284.5,260,3
10/14/2012,3:00:00,broken clouds,66,1014,284.02,310,1
10/14/2012,4:00:00,broken clouds,66,1014,283.89,180,1
10/14/2012,5:00:00,proximity thunderstorm,71,1014,283.35,310,3
10/14/2012,6:00:00,scattered clouds,53,1013,282.23,210,5
10/14/2012,7:00:00,scattered clouds,61,1013,281.71,230,4
10/14/2012,8:00:00,scattered clouds,,1013,282.26,230,5
10/14/2012,9:00:00,broken clouds,75,1013,280.27,240,3
10/14/2012,10:00:00,sky is clear,32,1013,280.47,360,3
10/14/2012,11:00:00,sky is clear,39,1013,280,320,3
10/14/2012,12:00:00,broken clouds,46,1013,279.11,290,3
10/14/2012,1:00:00,broken clouds,39,1012,279.27,0,0
10/14/2012,2:00:00,broken clouds,37,1012,281.2,280,5
10/14/2012,3:00:00,broken clouds,57,1013,281.95,270,2
10/14/2012,4:00:00,broken clouds,40,1014,284.11,300,2
10/14/2012,5:00:00,overcast clouds,40,1014,284.49,0,0
10/14/2012,6:00:00,light rain,37,1014,284.57,20,4
10/14/2012,7:00:00,light rain,70,1015,283.06,350,5
10/14/2012,8:00:00,light rain,87,1015,280.53,270,6
10/14/2012,9:00:00,light rain,66,1015,282.74,260,3
10/14/2012,10:00:00,light rain,47,1016,285.53,340,5
10/14/2012,11:00:00,light rain,47,1017,285.53,360,5
10/15/2012,12:00:00,light rain,54,1017,285.01,320,3
10/15/2012,1:00:00,broken clouds,57,1018,284.12,250,3
10/15/2012,2:00:00,broken clouds,,1018,284.23,280,5
10/15/2012,3:00:00,broken clouds,,1019,283.29,290,3
10/15/2012,4:00:00,light rain,58,1021,282.82,20,4
10/15/2012,5:00:00,light rain,81,1021,282.2,90,1
10/15/2012,6:00:00,broken clouds,81,1022,281.11,180,2
10/15/2012,7:00:00,overcast clouds,81,1022,281.22,250,3
10/15/2012,8:00:00,light rain,93,1023,280.73,0,0
10/15/2012,9:00:00,broken clouds,93,1023,280.24,0,0
10/15/2012,10:00:00,broken clouds,93,1024,279.87,0,0
10/15/2012,11:00:00,broken clouds,81,1024,280.39,0,0
10/15/2012,12:00:00,broken clouds,76,1025,280.14,0,0
10/15/2012,1:00:00,scattered clouds,75,1025,279.65,0,0
10/15/2012,2:00:00,few clouds,70,1025,279.52,0,0
10/15/2012,3:00:00,few clouds,76,1026,281.89,0,1
10/15/2012,4:00:00,few clouds,58,1027,284.35,150,3
10/15/2012,5:00:00,few clouds,44,1026,286.05,150,4
10/15/2012,6:00:00,sky is clear,,1022,286.87,152,1
10/15/2012,7:00:00,sky is clear,,1022,288.55,251,0
10/15/2012,8:00:00,sky is clear,,1021,289.84,151,0
10/15/2012,9:00:00,few clouds,18,1023,290.71,280,4
10/15/2012,10:00:00,scattered clouds,19,1023,290.79,240,6
10/15/2012,11:00:00,few clouds,19,1023,291.18,270,6
10/16/2012,12:00:00,few clouds,22,1023,289.85,270,7
10/16/2012,1:00:00,few clouds,30,1023,287.25,280,5
10/16/2012,2:00:00,sky is clear,30,1024,285.31,260,4
10/16/2012,3:00:00,sky is clear,35,1024,284.7,0,0
10/16/2012,4:00:00,sky is clear,35,1023,284.24,0,0
10/16/2012,5:00:00,sky is clear,61,1024,283.07,200,2
10/16/2012,6:00:00,sky is clear,61,1023,282.78,160,2
10/16/2012,7:00:00,sky is clear,70,1023,281.63,150,2
10/16/2012,8:00:00,sky is clear,65,1022,281.5,180,4
10/16/2012,9:00:00,sky is clear,,1022,281.17,200,2
10/16/2012,10:00:00,sky is clear,60,1021,280.65,180,2
10/16/2012,11:00:00,sky is clear,56,1020,280.54,210,3
10/16/2012,12:00:00,sky is clear,39,1020,280.81,0,0
10/16/2012,1:00:00,few clouds,52,1019,280.7,0,0
10/16/2012,2:00:00,scattered clouds,42,1018,282.61,200,1
10/16/2012,3:00:00,scattered clouds,53,1019,285.41,0,0
10/16/2012,4:00:00,few clouds,30,1019,289.1,210,2
10/16/2012,5:00:00,few clouds,23,1019,290.47,120,2
10/16/2012,6:00:00,few clouds,11,1018,292.43,100,2
10/16/2012,7:00:00,few clouds,11,1017,295.41,170,2
10/16/2012,8:00:00,few clouds,6,1016,296.75,290,10
10/16/2012,9:00:00,scattered clouds,7,1015,297.47,260,6
10/16/2012,10:00:00,scattered clouds,7,1015,297.3,270,7
10/16/2012,11:00:00,scattered clouds,9,1015,296.16,280,7
10/17/2012,12:00:00,scattered clouds,9,1015,294.17,270,7
10/17/2012,1:00:00,scattered clouds,11,1014,291.73,280,5
10/17/2012,2:00:00,scattered clouds,10,1014,290.83,280,4
10/17/2012,3:00:00,broken clouds,35,1015,289.9,200,2
10/17/2012,4:00:00,scattered clouds,12,1016,289.14,280,7
10/17/2012,5:00:00,broken clouds,37,1015,287.52,50,2
10/17/2012,6:00:00,sky is clear,21,1014,286.94,0,0
10/17/2012,7:00:00,sky is clear,19,1014,287.82,230,2
10/17/2012,8:00:00,sky is clear,22,1015,287.62,0,0
10/17/2012,9:00:00,sky is clear,23,1014,286.1,240,4
10/17/2012,10:00:00,sky is clear,25,1014,285.16,250,9
10/17/2012,11:00:00,sky is clear,45,1014,283.27,150,3
10/17/2012,12:00:00,sky is clear,48,1014,281.53,140,2
10/17/2012,1:00:00,few clouds,32,1013,281.77,300,5
10/17/2012,2:00:00,few clouds,28,1012,282.83,0,2
10/17/2012,3:00:00,scattered clouds,25,1012,286.42,0,1
10/17/2012,4:00:00,scattered clouds,29,1013,289.41,220,2
10/17/2012,5:00:00,broken clouds,16,1011,290.71,250,7
10/17/2012,6:00:00,sky is clear,,1006,293.63,134,0
10/17/2012,7:00:00,sky is clear,,1004,294.37,134,0
10/17/2012,8:00:00,sky is clear,,1002,296.45,51,0
10/17/2012,9:00:00,sky is clear,,1001,296.83,282,1
10/17/2012,10:00:00,sky is clear,,1000,297.72,269,0
10/17/2012,11:00:00,few clouds,12,1003,297.1,280,8
10/18/2012,12:00:00,scattered clouds,17,1003,294.96,270,6
10/18/2012,1:00:00,scattered clouds,17,1003,294.26,270,4
10/18/2012,2:00:00,scattered clouds,19,1003,292.87,260,10
10/18/2012,3:00:00,broken clouds,,1004,291.21,360,6
10/18/2012,4:00:00,overcast clouds,27,1005,289.84,250,14
10/18/2012,5:00:00,broken clouds,44,1006,286.1,310,10
10/18/2012,6:00:00,sky is clear,,1008,284.01,250,11
10/18/2012,7:00:00,sky is clear,34,1007,284.02,260,10
10/18/2012,8:00:00,sky is clear,20,1008,283.5,300,6
10/18/2012,9:00:00,sky is clear,19,1008,282.95,310,6
10/18/2012,10:00:00,sky is clear,25,1007,282.4,270,11
10/18/2012,11:00:00,sky is clear,19,1008,281.91,320,8
10/18/2012,12:00:00,sky is clear,17,1010,281.5,310,7
10/18/2012,1:00:00,sky is clear,,1010,281.16,297,2
10/18/2012,2:00:00,scattered clouds,16,1012,280.88,260,11
10/18/2012,3:00:00,sky is clear,22,1013,281.5,340,8
10/18/2012,4:00:00,few clouds,16,1014,282.34,280,12
10/18/2012,5:00:00,few clouds,15,1014,282.92,290,10
10/18/2012,6:00:00,few clouds,14,1013,284.12,280,13
10/18/2012,7:00:00,few clouds,10,1013,285.75,280,11
10/18/2012,8:00:00,few clouds,9,1012,286.51,280,10
10/18/2012,9:00:00,few clouds,8,1012,286.99,270,10
10/18/2012,10:00:00,few clouds,7,1012,287.27,270,9
10/18/2012,11:00:00,few clouds,6,1012,286.56,290,11
10/19/2012,12:00:00,sky is clear,7,1012,285.16,280,10
10/19/2012,1:00:00,sky is clear,8,1013,283.31,270,9
10/19/2012,2:00:00,sky is clear,8,1013,282.72,270,8
10/19/2012,3:00:00,sky is clear,10,1014,281.14,300,4
10/19/2012,4:00:00,sky is clear,12,1015,280.25,290,4
10/19/2012,5:00:00,sky is clear,20,1016,278.99,80,2
10/19/2012,6:00:00,sky is clear,25,1017,277.34,50,3
10/19/2012,7:00:00,sky is clear,34,1018,275.49,90,4
10/19/2012,8:00:00,sky is clear,37,1019,273.89,110,3
10/19/2012,9:00:00,sky is clear,43,1019,272.98,130,3
10/19/2012,10:00:00,sky is clear,40,1018,273.29,150,3
10/19/2012,11:00:00,sky is clear,40,1018,273.17,120,3
10/19/2012,12:00:00,sky is clear,,1017,273.56,10,2
10/19/2012,1:00:00,sky is clear,43,1018,274.11,360,3
10/19/2012,2:00:00,few clouds,43,1019,276.86,360,2
10/19/2012,3:00:00,sky is clear,32,1019,278.71,60,3
10/19/2012,4:00:00,sky is clear,26,1019,280.71,70,3
10/19/2012,5:00:00,sky is clear,19,1018,283.26,40,3
10/19/2012,6:00:00,few clouds,15,1018,285.76,310,5
10/19/2012,7:00:00,sky is clear,9,1018,289.54,300,8
