x,y,z,old,d
500,378,380,253.4078964,243.4078964
242,461,495,293.1112391,283.1112391
214,24,326,70.87320811,60.87320811
333,198,20,135.2073914,125.2073914
167,60,119,82.82095046,72.82095046
102,369,170,225.3307633,215.3307633
285,376,495,215.8362354,205.8362354
416,343,218,189.3747986,179.3747986
58,474,422,276.5195066,266.5195066
175,438,249,287.4143624,277.4143624
325,92,176,79.01327258,69.01327258
415,194,191,155.1567054,145.1567054
385,467,380,274.8837162,264.8837162
134,225,248,160.7576945,150.7576945
88,475,181,306.6723245,296.6723245
102,344,1,225.2512814,215.2512814
222,239,399,160.3124542,150.3124542
294,286,86,173.1278583,163.1278583
235,103,315,101.0174229,91.0174229
57,394,154,242.5288057,232.5288057
414,338,46,217.1852175,207.1852175
223,452,242,225.5421415,215.5421415
73,86,211,104.5825115,94.58251148
323,95,414,101.9979932,91.99799324
233,84,176,83.20729428,73.20729428
130,257,182,158.4201523,148.4201523
419,402,271,258.8866824,248.8866824
40,204,257,160.710764,150.710764
388,127,141,110.1654115,100.1654115
213,126,352,110.0288347,100.0288347
236,108,48,109.3674597,99.36745966
227,307,347,215.0623025,205.0623025
301,100,243,134.5680557,124.5680557
416,469,239,284.4307354,274.4307354
259,74,29,105.4097231,95.40972308
35,277,92,182.2871342,172.2871342
111,112,109,67.35685508,57.35685508
223,146,331,130.541734,120.541734
98,257,49,169.0655251,159.0655251
39,247,273,177.6484253,167.6484253
156,322,111,213.2236684,203.2236684
156,214,69,165.6131834,155.6131834
152,279,180,208.6341699,198.6341699
