x,y,z,old,d
274,176,51,237.0726858,227.0726858
439,256,159,162.5584028,152.5584028
80,271,335,165.5414105,155.5414105
317,113,348,225.9396597,215.9396597
225,455,175,89.11837588,79.11837588
390,63,159,247.0908084,237.0908084
250,43,275,285.3347025,275.3347025
237,198,466,227.2646596,217.2646596
97,299,363,101.1867607,91.18676074
143,170,114,201.2065143,191.2065143
254,445,201,96.62359967,86.62359967
39,235,351,151.8411298,141.8411298
457,402,370,108.9700827,98.9700827
429,6,228,325.9249485,315.9249485
14,162,300,231.3975154,221.3975154
421,172,101,234.9765024,224.9765024
67,335,118,121.5661668,111.5661668
475,130,294,221.4602189,211.4602189
384,371,481,117.3163656,107.3163656
212,328,447,140.3869683,130.3869683
211,202,387,213.9477075,203.9477075
113,358,142,120.0824195,110.0824195
286,246,470,161.421367,151.421367
228,394,130,107.3107848,97.31078475
209,403,347,113.4126253,103.4126253
55,359,342,131.5657273,121.5657273
181,237,433,189.8776919,179.8776919
138,282,19,164.3377815,154.3377815
65,394,13,91.19478092,81.19478092
349,291,470,159.6823319,149.6823319
188,199,276,180.5471105,170.5471105
145,330,443,139.9323009,129.9323009
299,20,424,294.3530462,284.3530462
239,40,124,271.6270057,261.6270057
276,187,321,222.3794699,212.3794699
340,8,54,291.0265305,281.0265305
66,491,234,65.80760012,55.80760012
86,97,141,238.080446,228.080446
52,195,133,185.2714774,175.2714774
51,296,333,143.4739458,133.4739458
77,494,141,28.49211905,18.49211905
148,114,437,251.2929138,241.2929138
395,409,397,73.10844479,63.10844479
93,123,206,248.6050328,238.6050328
197,372,176,143.9991926,133.9991926
266,460,176,66.31442573,56.31442573
13,83,368,248.7108243,238.7108243
397,457,461,80.4398327,70.4398327
179,185,181,224.4324062,214.4324062
125,167,447,226.6416964,216.6416964
393,347,432,122.1779184,112.1779184
475,380,405,108.9786778,98.97867776
496,299,212,139.31178,129.31178
419,455,265,75.86580543,65.86580543
2,444,487,74.4976984,64.4976984
32,72,256,285.4723087,275.4723087
138,458,217,69.47386016,59.47386016
148,75,137,265.6183776,255.6183776
163,385,379,112.6787019,102.6787019
380,362,190,107.1650956,97.16509564
386,151,249,206.154512,196.154512
155,324,12,147.1635401,137.1635401
335,453,481,74.93855929,64.93855929
428,393,197,110.0322903,100.0322903
177,72,74,277.5852014,267.5852014
194,83,49,286.4279461,276.4279461
138,338,483,141.852379,131.852379
425,110,337,249.2650175,239.2650175
370,120,130,194.6932666,184.6932666
289,170,478,203.3662208,193.3662208
384,346,372,116.386784,106.386784
103,244,471,150.0653277,140.0653277
107,77,484,250.6303087,240.6303087
429,249,454,200.0124709,190.0124709
182,256,235,180.4842254,170.4842254
264,448,411,77.61568163,67.61568163
448,436,135,72.8696283,62.8696283
57,210,423,223.0728614,213.0728614
351,10,416,298.9369604,288.9369604
34,388,429,118.0676987,108.0676987
23,489,275,44.43178994,34.43178994
291,17,315,268.7327718,258.7327718
307,318,266,151.0775117,141.0775117
440,54,73,271.2577376,261.2577376
20,381,178,89.66826494,79.66826494
2,223,378,200.9677575,190.9677575
465,71,363,269.2678212,259.2678212
382,413,333,101.2395745,91.2395745
397,1,434,306.5117613,296.5117613
377,269,328,171.6185413,161.6185413
208,23,186,290.2578632,280.2578632
50,7,201,290.7036546,280.7036546
345,300,264,138.1628266,128.1628266
268,339,484,105.7845177,95.78451771
403,16,345,271.3492765,261.3492765
259,404,50,107.0371189,97.03711891
52,238,238,179.9132609,169.9132609
188,301,155,168.8377741,158.8377741
20,221,439,182.0425753,172.0425753
242,229,242,180.0015382,170.0015382
26,459,489,82.34005626,72.34005626
123,196,148,208.5438871,198.5438871
