x,y,z,old,d
27,85,238,108.5151653,103.5151653
244,154,43,80.5906544,75.5906544
17,229,122,74.05384698,69.05384698
421,249,221,86.07268253,81.07268253
121,102,467,95.75494927,90.75494927
63,193,435,93.18765349,88.18765349
313,258,141,76.28764349,71.28764349
286,37,147,86.14923694,81.14923694
137,320,238,91.29657274,86.29657274
305,424,301,49.11028446,44.11028446
26,418,468,70.69674853,65.69674853
430,222,210,60.28539708,55.28539708
347,277,373,97.01248059,92.01248059
131,220,263,95.36695065,90.36695065
41,142,67,96.59002575,91.59002575
270,37,365,78.80952718,73.80952718
280,80,192,64.73558909,59.73558909
376,104,407,71.18256886,66.18256886
133,169,363,81.32263135,76.32263135
20,396,62,83.1185172,78.1185172
99,101,196,100.4134375,95.41343746
215,20,256,68.95525162,63.95525162
381,33,98,64.53828346,59.53828346
172,144,15,109.2790906,104.2790906
342,418,494,47.77362416,42.77362416
79,280,1,84.41909842,79.41909842
341,170,197,42.61251788,37.61251788
158,332,281,106.1998851,101.1998851
255,335,277,69.09939148,64.09939148
395,351,91,43.37118172,38.37118172
333,364,489,72.81570254,67.81570254
424,359,39,68.23974386,63.23974386
194,499,139,78.12506574,73.12506574
419,334,379,62.82333622,57.82333622
476,116,100,16.45261333,11.45261333
163,31,185,98.25736472,93.25736472
57,61,25,94.06953209,89.06953209
282,223,392,68.57100476,63.57100476
115,438,363,87.24272311,82.24272311
388,407,90,76.83624835,71.83624835
464,58,393,54.52261541,49.52261541
276,422,378,75.43997725,70.43997725
149,372,217,82.38039469,77.38039469
420,304,158,50.15449956,45.15449956
250,368,257,86.90452189,81.90452189
231,366,497,71.50484894,66.50484894
356,184,336,55.08690855,50.08690855
398,269,165,43.79834987,38.79834987
356,154,218,45.5598755,40.5598755
51,458,63,82.20749086,77.20749086
291,418,148,63.33187782,58.33187782
492,403,161,51.16055528,46.16055528
0,255,325,93.84975815,88.84975815
177,419,374,70.34488475,65.34488475
345,50,318,41.14560528,36.14560528
118,370,42,83.26732465,78.26732465
146,258,194,89.61503091,84.61503091
66,247,270,111.3146793,106.3146793
236,123,478,73.28162985,68.28162985
250,447,346,74.66882195,69.66882195
486,116,437,46.17827285,41.17827285
102,211,65,102.4590511,97.45905113
217,314,396,101.6875863,96.68758634
408,267,352,58.79772137,53.79772137
325,293,86,66.34758304,61.34758304
309,42,174,69.45088951,64.45088951
451,18,99,60.19082224,55.19082224
279,298,183,61.2264876,56.2264876
77,292,256,78.36730444,73.36730444
63,72,301,96.70703196,91.70703196
1,497,282,78.23903043,73.23903043
261,22,113,89.90532017,84.90532017
425,368,278,49.49766226,44.49766226
22,281,225,110.6530212,105.6530212
263,42,40,63.34543557,58.34543557
405,208,474,49.15444647,44.15444647
154,300,153,84.78445549,79.78445549
9,361,47,81.59761112,76.59761112
373,432,338,66.13926324,61.13926324
96,444,136,89.19319697,84.19319697
262,465,55,74.77439687,69.77439687
133,27,81,101.1669834,96.1669834
84,20,186,94.79595719,89.79595719
258,403,32,74.88145477,69.88145477
327,231,471,55.95776832,50.95776832
75,481,377,128.3355858,123.3355858
357,98,433,61.53549204,56.53549204
339,398,211,46.68789658,41.68789658
100,433,72,63.16636772,58.16636772
136,62,305,89.44490346,84.44490346
89,254,93,74.85828379,69.85828379
145,440,455,86.85606007,81.85606007
184,405,245,100.5214852,95.52148523
460,43,15,59.93398464,54.93398464
129,378,374,100.7919213,95.79192126
93,162,353,84.26729697,79.26729697
192,273,271,77.78563432,72.78563432
496,127,122,30.10901201,25.10901201
224,322,461,90.30499224,85.30499224
20,308,136,87.47010858,82.47010858
440,252,34,51.68236634,46.68236634
309,358,64,68.43565907,63.43565907
174,153,385,65.51709561,60.51709561
407,456,403,66.53889947,61.53889947
153,387,462,113.2172502,108.2172502
455,457,313,72.71956056,67.71956056
110,391,406,107.6890501,102.6890501
66,247,492,101.0452139,96.04521388
111,254,239,68.36834662,63.36834662
197,340,239,85.65015193,80.65015193
409,371,105,49.94373197,44.94373197
91,270,291,89.73956733,84.73956733
261,313,77,103.3398181,98.33981812
343,337,98,39.86660672,34.86660672
310,275,308,67.41226182,62.41226182
23,148,352,126.3841048,121.3841048
82,315,369,113.4696613,108.4696613
78,415,161,94.71631443,89.71631443
489,176,153,57.83082029,52.83082029
347,110,112,68.52306321,63.52306321
108,87,247,104.7990183,99.79901833
270,273,154,71.96217375,66.96217375
342,265,110,67.39657024,62.39657024
224,0,395,64.85949176,59.85949176
115,194,478,87.32066626,82.32066626
40,397,128,87.73080507,82.73080507
72,477,9,113.5473809,108.5473809
254,102,80,53.72122302,48.72122302
228,399,405,80.95550436,75.95550436
133,104,96,64.2338842,59.2338842
75,217,276,91.53339611,86.53339611
