x,y,z,old,d
5,363,80,41.70478106,36.70478106
471,25,311,89.36474001,84.36474001
107,156,389,112.3651336,107.3651336
135,341,497,88.34759815,83.34759815
141,405,15,67.5615839,62.5615839
136,6,227,74.83230166,69.83230166
121,412,163,54.57708204,49.57708204
47,387,247,97.49123014,92.49123014
62,407,138,81.24559878,76.24559878
346,334,106,57.89083143,52.89083143
62,389,417,92.42097845,87.42097845
421,268,386,87.43489383,82.43489383
430,199,150,80.09748661,75.09748661
302,39,337,89.76428892,84.76428892
376,143,451,72.79647196,67.79647196
170,345,372,89.26928859,84.26928859
153,268,283,83.67759389,78.67759389
202,309,125,54.83549806,49.83549806
483,37,116,62.65201288,57.65201288
332,297,146,54.52074708,49.52074708
424,471,175,76.9581822,71.9581822
495,233,372,81.87830057,76.87830057
174,170,4,39.50611778,34.50611778
378,121,276,93.06376271,88.06376271
252,215,97,47.86147366,42.86147366
282,135,112,44.19192332,39.19192332
44,275,369,93.16881581,88.16881581
459,124,456,111.6926057,106.6926057
89,452,241,73.13788772,68.13788772
370,90,180,78.91399693,73.91399693
73,268,186,90.37307984,85.37307984
36,159,402,68.78519831,63.78519831
203,87,218,48.63564712,43.63564712
291,302,176,86.20438492,81.20438492
394,458,39,50.55136178,45.55136178
77,319,180,43.06853608,38.06853608
325,225,4,36.7202699,31.7202699
434,424,33,50.69802914,45.69802914
388,198,357,80.29373026,75.29373026
217,93,187,45.13579679,40.13579679
199,329,102,40.29230348,35.29230348
222,358,167,72.14084692,67.14084692
395,434,133,47.16175508,42.16175508
12,59,253,87.39664672,82.39664672
224,425,356,95.51012932,90.51012932
422,233,185,59.09215373,54.09215373
366,180,274,78.29839657,73.29839657
408,327,399,86.19901927,81.19901927
326,97,266,86.08202736,81.08202736
313,450,232,100.7351841,95.73518406
452,67,184,62.51028666,57.51028666
5,140,139,50.5579071,45.5579071
4,334,161,86.3554405,81.3554405
41,272,43,40.74612996,35.74612996
209,3,214,71.48432755,66.48432755
143,415,215,77.62909375,72.62909375
171,428,447,88.07330697,83.07330697
289,137,228,85.98985651,80.98985651
281,68,396,105.7268758,100.7268758
51,362,69,52.76809001,47.76809001
356,409,330,68.92609052,63.92609052
336,136,362,83.74468321,78.74468321
483,468,154,62.6021419,57.6021419
102,284,77,71.78852264,66.78852264
216,238,380,85.68743098,80.68743098
417,205,197,57.26648912,52.26648912
474,225,344,68.98135159,63.98135159
494,172,34,66.50987814,61.50987814
499,86,464,87.44389248,82.44389248
479,365,113,73.71159145,68.71159145
70,31,186,63.96395654,58.96395654
43,456,296,66.58959123,61.58959123
441,138,279,77.03463077,72.03463077
347,302,86,57.51886916,52.51886916
372,388,218,63.65176204,58.65176204
256,291,495,94.68514834,89.68514834
311,277,8,73.04545316,68.04545316
242,33,307,98.07271839,93.07271839
231,20,377,62.09353343,57.09353343
198,348,56,25.55104836,20.55104836
479,3,292,77.81007949,72.81007949
356,188,425,65.61626187,60.61626187
25,489,203,61.80766832,56.80766832
312,391,199,58.9764217,53.9764217
327,338,138,62.8722379,57.8722379
323,225,207,55.50304417,50.50304417
248,96,400,112.1772445,107.1772445
453,85,125,74.14257407,69.14257407
403,427,387,65.23787615,60.23787615
41,497,227,85.5648332,80.5648332
467,273,499,117.1715837,112.1715837
363,168,23,55.90717242,50.90717242
236,234,313,87.60425192,82.60425192
469,463,443,68.15377795,63.15377795
470,186,295,73.02046021,68.02046021
78,78,59,52.06963733,47.06963733
76,68,441,111.3064299,106.3064299
183,173,414,87.1008293,82.1008293
485,86,303,72.88891249,67.88891249
125,344,281,81.28554178,76.28554178
228,187,155,71.80089995,66.80089995
236,208,268,93.91531781,88.91531781
363,324,174,70.01900411,65.01900411
301,24,71,58.60127498,53.60127498
260,320,128,42.86785187,37.86785187
494,394,466,87.13292461,82.13292461
382,185,221,84.30686844,79.30686844
212,44,86,54.49486886,49.49486886
217,178,102,86.81627604,81.81627604
247,3,103,63.68229117,58.68229117
140,66,7,27.63527327,22.63527327
331,6,476,76.69512282,71.69512282
108,65,341,91.46267683,86.46267683
264,195,115,89.23637354,84.23637354
194,395,130,84.4312847,79.4312847
159,158,246,84.73085758,79.73085758
496,371,222,95.79837691,90.79837691
304,122,168,73.31949418,68.31949418
445,377,456,81.24689374,76.24689374
433,60,123,76.18264162,71.18264162
279,304,109,45.68815789,40.68815789
58,328,102,48.72285586,43.72285586
330,70,64,58.86779805,53.86779805
51,308,290,85.5280891,80.5280891
69,465,150,74.55358202,69.55358202
65,173,360,65.81374386,60.81374386
319,434,371,76.43375629,71.43375629
383,78,121,65.66671481,60.66671481
123,267,162,67.60163081,62.60163081
7,105,93,30.06419192,25.06419192
492,404,30,44.45894577,39.45894577
68,10,47,42.61404241,37.61404241
360,480,369,107.4990501,102.4990501
93,460,474,92.54142073,87.54142073
134,105,199,67.33597977,62.33597977
199,205,102,78.73586043,73.73586043
52,394,324,69.3925044,64.3925044
219,351,132,73.45547417,68.45547417
245,347,209,74.29224111,69.29224111
