x,y,z,old,d
497,264,173,60.13802304,50.13802304
4,32,117,303.9179092,293.9179092
58,93,128,284.5410897,274.5410897
448,173,49,102.0308249,92.03082494
174,206,115,223.8974725,213.8974725
99,353,280,241.1850304,231.1850304
447,57,70,72.09605039,62.09605039
488,496,92,68.592995,58.592995
55,144,377,276.8341091,266.8341091
392,396,408,95.59807412,85.59807412
378,223,348,115.2822241,105.2822241
262,154,115,175.7155293,165.7155293
454,384,113,83.5274841,73.5274841
115,252,323,226.7388533,216.7388533
324,321,32,119.0753642,109.0753642
45,349,11,265.166079,255.166079
255,284,411,121.1575968,111.1575968
225,209,96,194.910785,184.910785
384,182,468,126.3689881,116.3689881
73,42,399,288.5231248,278.5231248
382,345,110,112.7656048,102.7656048
165,392,367,192.7674528,182.7674528
369,384,179,123.3355568,113.3355568
294,201,267,170.7775833,160.7775833
234,417,416,186.185909,176.185909
444,62,310,89.23034343,79.23034343
225,479,0,219.2855367,209.2855367
