x,y,z,old,d
2,29,443,29.98300814,24.98300814
146,210,128,81.10964111,76.10964111
119,113,419,42.89874055,37.89874055
60,372,102,98.52174146,93.52174146
312,114,169,92.11241173,87.11241173
480,433,391,75.58042496,70.58042496
195,57,244,78.22512642,73.22512642
17,133,500,29.05839822,24.05839822
293,331,442,56.46778897,51.46778897
464,158,79,98.62222048,93.62222048
93,326,399,69.53234819,64.53234819
303,408,250,85.21902709,80.21902709
242,463,95,89.92807228,84.92807228
244,493,149,73.46437905,68.46437905
119,125,57,87.26691289,82.26691289
248,466,332,76.3344945,71.3344945
32,41,120,80.41484094,75.41484094
214,106,453,58.74869271,53.74869271
378,160,248,39.34735384,34.34735384
424,107,51,79.80428705,74.80428705
22,140,234,84.84314126,79.84314126
55,401,264,104.7271302,99.72713022
299,44,452,57.74154183,52.74154183
353,120,397,67.45363299,62.45363299
45,230,117,60.75877041,55.75877041
70,229,175,75.449434,70.449434
187,384,500,49.49962804,44.49962804
144,478,327,52.94459816,47.94459816
32,402,338,70.6803745,65.6803745
298,259,252,92.93115007,87.93115007
261,173,410,53.40586687,48.40586687
40,177,428,73.32201863,68.32201863
173,71,56,76.58954298,71.58954298
323,275,428,60.5602005,55.5602005
170,245,397,61.38339046,56.38339046
401,46,195,89.8049635,84.8049635
155,158,158,80.90281636,75.90281636
320,95,200,94.19707388,89.19707388
233,76,481,58.6678731,53.6678731
17,351,276,101.1529437,96.15294368
425,215,170,60.04421457,55.04421457
390,298,102,107.7822447,102.7822447
475,57,305,64.23109418,59.23109418
313,158,284,93.73385734,88.73385734
248,420,79,109.4395017,104.4395017
484,80,483,73.25550057,68.25550057
125,130,213,81.03812118,76.03812118
215,216,332,66.63636297,61.63636297
297,285,465,99.8472252,94.8472252
226,201,383,62.00440565,57.00440565
78,97,331,75.84371824,70.84371824
371,424,339,53.61352776,48.61352776
20,164,261,59.42923031,54.42923031
96,205,367,49.69930382,44.69930382
48,353,126,106.6652542,101.6652542
275,369,5,101.6746381,96.67463808
197,223,353,80.06697285,75.06697285
401,451,498,62.11453549,57.11453549
192,318,457,58.55037348,53.55037348
439,415,236,97.27329601,92.27329601
75,194,217,88.12178389,83.12178389
18,79,116,91.24432596,86.24432596
102,487,108,86.38660985,81.38660985
167,470,235,82.10933978,77.10933978
71,176,13,102.9492115,97.94921146
283,122,308,90.05516108,85.05516108
65,184,351,50.3736616,45.3736616
250,169,352,59.08421604,54.08421604
271,133,56,100.0093386,95.00933864
201,69,6,99.56352923,94.56352923
474,298,22,93.22649534,88.22649534
99,203,420,45.65687512,40.65687512
432,34,61,135.4072255,130.4072255
455,454,433,55.46432117,50.46432117
498,157,333,69.8726718,64.8726718
299,482,240,60.12413237,55.12413237
463,404,270,67.35203344,62.35203344
187,12,416,61.27736817,56.27736817
17,471,46,99.4718629,94.4718629
47,217,11,95.658442,90.658442
300,370,97,111.2529574,106.2529574
409,342,400,31.44667403,26.44667403
343,284,203,88.93044186,83.93044186
479,445,5,137.404806,132.404806
433,175,195,80.46142432,75.46142432
226,380,494,51.09740545,46.09740545
179,174,88,84.3735128,79.3735128
330,315,489,46.32824619,41.32824619
337,88,262,71.60726774,66.60726774
359,146,277,93.79838132,88.79838132
409,493,398,46.60360079,41.60360079
318,254,141,80.59006544,75.59006544
214,44,63,100.5532618,95.55326178
6,145,306,91.32943373,86.32943373
451,313,374,55.93649655,50.93649655
233,92,274,79.42694865,74.42694865
125,370,315,78.99909974,73.99909974
29,68,64,99.59782981,94.59782981
268,167,75,79.23300133,74.23300133
208,47,394,79.31770786,74.31770786
418,221,363,64.21849908,59.21849908
480,203,304,75.40382905,70.40382905
255,432,338,66.31300119,61.31300119
145,296,232,81.49452437,76.49452437
263,199,26,97.6532191,92.6532191
