Hourly Averages Time Range: 01/01/2018 00:00 to 08/01/2018 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Initial Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,RANDWICK WDR 1h average [°],RANDWICK TEMP 1h average [°C],RANDWICK WSP 1h average [m/s],RANDWICK SO2 1h average [pphm],RANDWICK NO 1h average [pphm],RANDWICK NO2 1h average [pphm],RANDWICK OZONE 1h average [pphm],RANDWICK HUMID 1h average [%],RANDWICK SD1 1h average [°],ROZELLE WDR 1h average [°],ROZELLE TEMP 1h average [°C],ROZELLE WSP 1h average [m/s],ROZELLE SO2 1h average [pphm],ROZELLE NO 1h average [pphm],ROZELLE NO2 1h average [pphm],ROZELLE OZONE 1h average [pphm],ROZELLE HUMID 1h average [%],ROZELLE SOLAR 1h average [W/m²],ROZELLE SD1 1h average [°],ROZELLE RAIN 1h average [mm/m²],LINDFIELD WDR 1h average [°],LINDFIELD TEMP 1h average [°C],LINDFIELD WSP 1h average [m/s],LINDFIELD SO2 1h average [pphm],LINDFIELD NO 1h average [pphm],LINDFIELD NO2 1h average [pphm],LINDFIELD OZONE 1h average [pphm],LINDFIELD HUMID 1h average [%],LINDFIELD SOLAR 1h average [W/m²],LINDFIELD SD1 1h average [°],LIVERPOOL WDR 1h average [°],LIVERPOOL TEMP 1h average [°C],LIVERPOOL WSP 1h average [m/s],LIVERPOOL SO2 1h average [pphm],LIVERPOOL NO 1h average [pphm],LIVERPOOL NO2 1h average [pphm],LIVERPOOL OZONE 1h average [pphm],LIVERPOOL HUMID 1h average [%],LIVERPOOL SOLAR 1h average [W/m²],LIVERPOOL SD1 1h average [°],BRINGELLY WDR 1h average [°],BRINGELLY TEMP 1h average [°C],BRINGELLY WSP 1h average [m/s],BRINGELLY SO2 1h average [pphm],BRINGELLY NO 1h average [pphm],BRINGELLY NO2 1h average [pphm],BRINGELLY OZONE 1h average [pphm],BRINGELLY HUMID 1h average [%],BRINGELLY SOLAR 1h average [W/m²],BRINGELLY SD1 1h average [°],CHULLORA WDR 1h average [°],CHULLORA TEMP 1h average [°C],CHULLORA WSP 1h average [m/s],CHULLORA SO2 1h average [pphm],CHULLORA NO 1h average [pphm],CHULLORA NO2 1h average [pphm],CHULLORA OZONE 1h average [pphm],CHULLORA HUMID 1h average [%],CHULLORA SOLAR 1h average [W/m²],CHULLORA SD1 1h average [°],EARLWOOD WDR 1h average [°],EARLWOOD TEMP 1h average [°C],EARLWOOD WSP 1h average [m/s],EARLWOOD NO 1h average [pphm],EARLWOOD NO2 1h average [pphm],EARLWOOD OZONE 1h average [pphm],EARLWOOD HUMID 1h average [%],EARLWOOD SD1 1h average [°],Wyong WDR 1h average [°],Wyong TEMP 1h average [°C],Wyong WSP 1h average [m/s],Wyong SO2 1h average [pphm],Wyong NO 1h average [pphm],Wyong NO2 1h average [pphm],Wyong OZONE 1h average [pphm],Wyong HUMID 1h average [%],Wyong SD1 1h average [°],Wyong RAIN 1h average [mm/m²],WALLSEND WDR 1h average [°],WALLSEND TEMP 1h average [°C],WALLSEND WSP 1h average [m/s],WALLSEND SO2 1h average [pphm],WALLSEND NO 1h average [pphm],WALLSEND NO2 1h average [pphm],WALLSEND OZONE 1h average [pphm],WALLSEND HUMID 1h average [%],WALLSEND SOLAR 1h average [W/m²],WALLSEND SD1 1h average [°],CARRINGTON WDR 1h average [°],CARRINGTON TEMP 1h average [°C],CARRINGTON WSP 1h average [m/s],CARRINGTON SO2 1h average [pphm],CARRINGTON NO 1h average [pphm],CARRINGTON NO2 1h average [pphm],CARRINGTON HUMID 1h average [%],CARRINGTON SD1 1h average [°],CARRINGTON RAIN 1h average [mm/m²],STOCKTON WDR 1h average [°],STOCKTON TEMP 1h average [°C],STOCKTON WSP 1h average [m/s],STOCKTON SO2 1h average [pphm],STOCKTON NO 1h average [pphm],STOCKTON NO2 1h average [pphm],STOCKTON HUMID 1h average [%],STOCKTON SD1 1h average [°],NEWCASTLE WDR 1h average [°],NEWCASTLE TEMP 1h average [°C],NEWCASTLE WSP 1h average [m/s],NEWCASTLE SO2 1h average [pphm],NEWCASTLE NO 1h average [pphm],NEWCASTLE NO2 1h average [pphm],NEWCASTLE OZONE 1h average [pphm],NEWCASTLE HUMID 1h average [%],NEWCASTLE SOLAR 1h average [W/m²],NEWCASTLE SD1 1h average [°],MAYFIELD WDR 1h average [°],MAYFIELD TEMP 1h average [°C],MAYFIELD WSP 1h average [m/s],MAYFIELD SO2 1h average [pphm],MAYFIELD NO 1h average [pphm],MAYFIELD NO2 1h average [pphm],MAYFIELD OZONE 1h average [pphm],MAYFIELD HUMID 1h average [%],MAYFIELD SOLAR 1h average [W/m²],MAYFIELD SD1 1h average [°],BERESFIELD WDR 1h average [°],BERESFIELD TEMP 1h average [°C],BERESFIELD WSP 1h average [m/s],BERESFIELD SO2 1h average [pphm],BERESFIELD NO 1h average [pphm],BERESFIELD NO2 1h average [pphm],BERESFIELD OZONE 1h average [pphm],BERESFIELD HUMID 1h average [%],BERESFIELD SOLAR 1h average [W/m²],BERESFIELD SD1 1h average [°],TAMWORTH WDR 1h average [°],TAMWORTH TEMP 1h average [°C],TAMWORTH WSP 1h average [m/s],TAMWORTH HUMID 1h average [%],TAMWORTH SD1 1h average [°],WOLLONGONG WDR 1h average [°],WOLLONGONG TEMP 1h average [°C],WOLLONGONG WSP 1h average [m/s],WOLLONGONG SO2 1h average [pphm],WOLLONGONG NO 1h average [pphm],WOLLONGONG NO2 1h average [pphm],WOLLONGONG OZONE 1h average [pphm],WOLLONGONG HUMID 1h average [%],WOLLONGONG SOLAR 1h average [W/m²],WOLLONGONG SD1 1h average [°],WOLLONGONG RAIN 1h average [mm/m²],KEMBLA GRANGE WDR 1h average [°],KEMBLA GRANGE TEMP 1h average [°C],KEMBLA GRANGE WSP 1h average [m/s],KEMBLA GRANGE SO2 1h average [pphm],KEMBLA GRANGE NO 1h average [pphm],KEMBLA GRANGE NO2 1h average [pphm],KEMBLA GRANGE OZONE 1h average [pphm],KEMBLA GRANGE HUMID 1h average [%],KEMBLA GRANGE SOLAR 1h average [W/m²],KEMBLA GRANGE SD1 1h average [°],RICHMOND WDR 1h average [°],RICHMOND TEMP 1h average [°C],RICHMOND WSP 1h average [m/s],RICHMOND SO2 1h average [pphm],RICHMOND NO 1h average [pphm],RICHMOND NO2 1h average [pphm],RICHMOND OZONE 1h average [pphm],RICHMOND HUMID 1h average [%],RICHMOND SOLAR 1h average [W/m²],RICHMOND SD1 1h average [°],RICHMOND RAIN 1h average [mm/m²],BARGO WDR 1h average [°],BARGO TEMP 1h average [°C],BARGO WSP 1h average [m/s],BARGO SO2 1h average [pphm],BARGO NO 1h average [pphm],BARGO NO2 1h average [pphm],BARGO OZONE 1h average [pphm],BARGO HUMID 1h average [%],BARGO SD1 1h average [°],ALBURY WDR 1h average [°],ALBURY TEMP 1h average [°C],ALBURY WSP 1h average [m/s],ALBURY HUMID 1h average [%],ALBURY SD1 1h average [°],WAGGA WAGGA WDR 1h average [°],WAGGA WAGGA TEMP 1h average [°C],WAGGA WAGGA WSP 1h average [m/s],WAGGA WAGGA HUMID 1h average [%],WAGGA WAGGA SD1 1h average [°],ST MARYS WDR 1h average [°],ST MARYS TEMP 1h average [°C],ST MARYS WSP 1h average [m/s],ST MARYS SO2 1h average [pphm],ST MARYS NO 1h average [pphm],ST MARYS NO2 1h average [pphm],ST MARYS OZONE 1h average [pphm],ST MARYS HUMID 1h average [%],ST MARYS SOLAR 1h average [W/m²],ST MARYS SD1 1h average [°],VINEYARD WDR 1h average [°],VINEYARD TEMP 1h average [°C],VINEYARD WSP 1h average [m/s],VINEYARD SO2 1h average [pphm],VINEYARD NO 1h average [pphm],VINEYARD NO2 1h average [pphm],VINEYARD OZONE 1h average [pphm],VINEYARD HUMID 1h average [%],VINEYARD SOLAR 1h average [W/m²],VINEYARD SD1 1h average [°],BATHURST WDR 1h average [°],BATHURST TEMP 1h average [°C],BATHURST WSP 1h average [m/s],BATHURST OZONE 1h average [pphm],BATHURST HUMID 1h average [%],BATHURST SD1 1h average [°],PARRAMATTA NORTH WDR 1h average [°],PARRAMATTA NORTH TEMP 1h average [°C],PARRAMATTA NORTH WSP 1h average [m/s],PARRAMATTA NORTH SO2 1h average [pphm],PARRAMATTA NORTH NO 1h average [pphm],PARRAMATTA NORTH NO2 1h average [pphm],PARRAMATTA NORTH OZONE 1h average [pphm],PARRAMATTA NORTH HUMID 1h average [%],PARRAMATTA NORTH SOLAR 1h average [W/m²],PARRAMATTA NORTH SD1 1h average [°],MACARTHUR WDR 1h average [°],MACARTHUR TEMP 1h average [°C],MACARTHUR WSP 1h average [m/s],MACARTHUR SO2 1h average [pphm],MACARTHUR NO 1h average [pphm],MACARTHUR NO2 1h average [pphm],MACARTHUR OZONE 1h average [pphm],MACARTHUR HUMID 1h average [%],MACARTHUR SD1 1h average [°],OAKDALE WDR 1h average [°],OAKDALE TEMP 1h average [°C],OAKDALE WSP 1h average [m/s],OAKDALE SO2 1h average [pphm],OAKDALE NO 1h average [pphm],OAKDALE NO2 1h average [pphm],OAKDALE OZONE 1h average [pphm],OAKDALE HUMID 1h average [%],OAKDALE SOLAR 1h average [W/m²],OAKDALE SD1 1h average [°],OAKDALE RAIN 1h average [mm/m²],ALBION PARK STH WDR 1h average [°],ALBION PARK STH TEMP 1h average [°C],ALBION PARK STH WSP 1h average [m/s],ALBION PARK STH SO2 1h average [pphm],ALBION PARK STH NO 1h average [pphm],ALBION PARK STH NO2 1h average [pphm],ALBION PARK STH OZONE 1h average [pphm]
04/01/2018,13:00,127.1,20.6,2.7,0,0,-0,2.2,69.5,19.83,139.3,21.5,1.7,0.1,0.2,0.5,1.9,67.3,645.1,45.35,,84.5,22.7,0.8,0,0.1,0.3,2.1,60.4,,49.87,97.3,22.6,3.3,0,0.3,0.5,2.3,60.3,,27.32,98.6,23.8,4.1,-0,0.3,0.6,2.3,58.4,884.2,23.5,141.6,22.8,1.5,0.1,0.1,0.3,2.3,61.3,728.3,49.84,138.4,22.4,0.9,0.2,0.4,2,62.4,53.9,135.5,21.1,2.5,0,-0,0.1,2.6,68.7,22.5,0,177.9,24.7,2.4,0.2,0.1,0.2,2.3,53.4,948,36.7,166.6,23.2,3.9,0,0,-0.1,56.1,21.95,,160.7,23.3,4.1,0.1,,,52.7,19.91,165.9,23.1,3.4,0.1,0,-0,2.2,56.6,,23.6,138.3,23.3,4.3,0,0.1,0.1,,51.8,977.5,21.63,136.2,23.9,2,0.1,0.1,0.3,2.4,56.5,,29.12,211.8,29,1.5,33.9,62.93,121.6,21,1.9,0,-0,-0,2.5,65.9,,31.04,0,123.4,20.9,3.5,,0,0.1,2.2,66.2,539.4,16.54,57.3,24.6,1.5,0,-0,0.1,2.9,53.5,,46.16,0,29.4,23,1,0,-0,0.1,2.6,53.9,58.41,,,,,,,,,,,341.9,22.7,1.4,,0.1,0.2,2.2,59.8,,56.54,,,,,,,,,,,326.3,25.6,1.4,,40.4,61.2,125.4,23,1.7,0.1,0.2,0.5,2.5,61.5,,56.78,,,,,,,,,,68,21.5,1.8,,0,0.1,2.7,58.2,598.1,43.51,0,129.7,21.7,2.7,0,-0,0.1,2.1
04/01/2018,14:00,128.2,21.1,3.2,0,0,-0.1,2.2,64.4,19.45,125.6,22.2,1.8,0,0.1,0.3,2.2,61.7,567.5,39.54,,95.4,23.3,1,0,0.1,0.2,2.4,56.7,,45.3,81,24.2,3,0,0.1,0.3,3,53.5,,32.28,92,24.7,3.3,0,0.1,0.4,3.3,54.4,782.2,27.02,118.8,23.9,1.4,0.1,0.2,0.4,2.4,55.9,755.3,44.61,132.6,23.2,1.1,0.2,0.4,2.1,56.5,48.03,139.5,21.9,2.7,-0,-0,0,2.3,65.3,28.26,0,150.1,24.6,3.5,0.1,0,0.1,2.5,52.9,1105.4,24.94,165.8,23.1,4.3,0.1,-0,-0.1,58.6,20.28,,,23.5,,,,,54.1,,159.4,23,3.8,0.1,0,-0,2.4,60.3,,23,135.8,23,4.4,0,0.1,0.1,,53.3,811.6,17.86,124.3,24.8,2.3,0.1,0.2,0.3,2.5,54.3,,26.05,246.4,30,1.3,32.4,71.48,110.4,21.3,2,0,-0,-0.1,2.4,65.8,,24.99,0,119.2,21.2,3.8,,0,0.1,2.2,65,565.3,12.54,82,24.9,1.9,0,-0,0.1,3.2,53,,49.54,0,82,23.2,2.5,0,0,0.2,3,54.7,39.4,,,,,,,,,,,83.7,24.4,1.1,,0.1,0.3,2.8,52.8,,67.04,,,,,,,,,,,59.5,26.4,1.3,,38.4,55.26,110,23.9,2.2,0.1,0.2,0.6,2.9,58,,32.51,,,,,,,,,,59.1,22.1,2.2,,0,0.1,3,58,699.6,44.14,0,132.7,21.7,2.8,0,-0,0,2.1
04/01/2018,15:00,109.9,21.8,3.4,0,-0,-0.1,2.3,60.4,21.89,109.4,22.7,2,0,0.1,0.3,2.1,58.4,657.7,40,,93.6,23.3,1,0,0,0.2,2.4,53.7,,42.59,99.3,24.5,4.2,0,0.1,0.4,2.9,51.7,,20.79,92.6,25.2,3.1,0,0.1,0.4,3.7,51.4,678.2,33.38,108.4,24.8,1.5,0.1,0.2,0.4,2.3,51.4,886.9,46.91,105.7,23.2,1.4,0.1,0.4,2.1,55.6,44.39,135.7,22.5,3,0,-0.1,0,2.3,63.5,26.64,0,131.3,23.6,4.2,0.1,0.1,0.2,2.4,56.7,591.6,20.34,153,23.2,4,0.1,0,-0.1,57.3,19.64,,143.8,23.3,4.1,,,,54.2,15.55,151,22.7,4.3,0.1,0,-0,2.5,59.5,,16.82,121.6,23.3,5.2,0,0.1,0.1,,52.7,868.9,16.09,122,25.1,2.9,0.1,0.1,0.3,2.5,54.8,,20.4,235.9,31.2,1.9,27.7,46.36,93,21.3,1.8,0,-0,-0.1,2.5,65.8,,30.65,0,122.5,21.5,3.3,,0,0.1,2.5,63.4,597,19.47,82.4,26.4,1.2,0,-0,0.1,3.4,48.1,,61.1,0,95.8,22.8,2.4,0,-0,0.2,3.4,57.8,37.91,,,,,,,,,,,85.6,25.5,1.4,,0.2,0.5,2.8,50.9,,55.62,,,,,,,,,,,205.6,27.6,1.2,,33,80.79,106.8,23.6,2.6,0,0.2,0.7,2.6,57.8,,30.27,,,,,,,,,,60.2,22.7,2.9,,0,0.2,3.8,58.2,883.4,30.94,0,128.1,22.1,1.4,0,-0,0,2.4
04/01/2018,16:00,99.8,21.6,3.6,0,0,-0.1,2.2,60.6,18.02,116.7,22.8,2,0,0.2,0.3,2,57.2,610.1,41.98,,91.8,23.5,1.1,0,0,0.1,2.4,51.7,,39.82,98.7,24.2,4.3,0,0.1,0.3,2.8,52.8,,23.1,93.7,25,4.1,0,0.1,0.3,3.4,51.4,681.5,22.88,100.4,24.7,1.6,0.1,0.3,0.5,2.2,51.8,704,43.58,100.2,22.5,1.6,0.1,0.3,2.2,57.8,39.16,121.6,22.3,2.9,-0,-0.1,-0,2.1,61.3,28.52,0,125.3,23.2,4.7,0.1,0,0.1,2.3,56.4,594.3,16.62,135.7,23.3,3.6,0.2,0.1,-0,54.4,21.44,,133.5,23,4.4,0.1,,,52.5,11.93,141,22.7,4.6,0.1,0,-0,2.1,55.3,,15.09,123.7,23,5.2,0,0.1,0.1,,52.1,729.4,14.22,123.2,24.9,2.9,0.1,0.2,0.3,2.3,54.6,,22.11,200.3,31.4,2,26.8,46.65,73.7,21.9,1.9,0,-0,-0.1,2.6,61.5,,29.76,0,50.5,22.3,3.2,,0.3,0.5,2.2,61.1,777.8,21.66,100.9,26.1,2.7,0,-0,0.2,3.7,50,,27.34,0,91.3,22.9,2.6,0.1,0,0.2,3.3,58.5,32.78,,,,,,,,,,,99.8,25.9,2.2,,0.2,0.6,3.3,49.6,,38.24,,,,,,,,,,,243.2,28.9,2.1,,29.7,44.69,113.1,23.8,2.8,-0,0.2,0.5,2.5,55.7,,31.07,,,,,,,,,,71.2,22.8,3,,0,0.2,4.2,58.3,741.3,27.61,0,27.5,22.4,2.9,0,-0,0,2.6
04/01/2018,17:00,94.5,21.5,2.9,0,-0,-0.1,2.2,60.7,25.26,64.6,22.3,2.7,-0,0.4,0.6,1.6,58.5,291.3,32.53,,81.4,23.3,1.1,0,0,0.1,2.2,52.1,,38.06,97.7,23.6,4.8,0,0.1,0.3,2.4,54.4,,18.54,98.8,24.2,4.2,0,0,0.3,3.1,53.5,251.5,17.94,97.7,23.9,1.5,0.1,0.2,0.4,2.2,53.6,511.8,44.87,101.4,22.6,1.8,0,0.2,2.2,57.2,31.5,113.6,22.1,2.9,-0,-0.1,-0,2,59.8,26.91,0,135.5,22.8,4.5,0,0,0.1,2.1,56.6,375.5,16.88,129.7,22.9,3.9,0.2,0.1,-0,56.1,16.89,,134.1,22.8,4.5,0.1,,,53.8,12.21,142.9,22.5,4.4,0.1,0,-0,2,57.1,,14.17,119.9,22.8,5.2,0.1,0.1,0.1,,52.6,510.6,14.8,122.5,24.3,3.1,0.1,0.2,0.3,2,54.5,,19.36,228.4,31.4,1.9,25.2,48.75,68,22,1.9,0.1,-0,-0.1,2.7,61.1,,24.14,0,64.8,22.2,3.6,,0,0.2,2.6,61.4,530.7,16.98,108,25.4,2.8,0,-0,0.2,3.6,53.2,,20.63,0,63.8,23.1,1.3,0,-0,0.1,3.3,58.1,48.1,,,,,,,,,,,108.9,25.8,2.9,,0.2,0.7,3.4,49.8,,31.93,,,,,,,,,,,222.5,28.7,2.4,,29.2,35.88,105.8,23.7,2.8,0,0.1,0.5,2.4,55.2,,25.48,,,,,,,,,,73.7,22.2,2.8,,0,0.2,4.1,59.7,515.7,24.65,0,38.4,22.3,2.9,0.1,-0,0.1,2.6
04/01/2018,18:00,76.8,21.4,2.6,0,0,-0,2.2,61.8,19.12,71.8,21.1,2.5,0,0.3,0.5,1.5,62.9,38,31.91,,69.2,22.7,1,0,0,0.2,2.1,53.3,,31.01,90.5,23.3,4,0.1,0.1,0.5,2.2,54.9,,18.84,96.4,23.7,3.3,0.1,0.1,0.4,2.7,55,102.2,22.62,54.7,22.7,2,0,0.2,0.5,1.9,56.8,287.4,37.48,91.5,22.3,1.4,0,0.2,2.1,57.9,33.79,125.9,22,2.3,-0,-0.1,-0,1.9,61.2,24.15,0,139.7,22.2,4.4,0,-0,0.1,2,59.3,79.9,13.93,132.9,22.4,3.7,0.3,0.1,-0,58.6,16.95,,129.5,22.2,4.3,0.1,,,55.9,11.63,134.8,22.2,3.9,0,0,-0,2,59.2,,15.64,126.5,22.1,5,0.1,0.1,0.1,,55.8,257.9,13.22,124.9,23.4,2.4,0.1,0.1,0.2,2,56.6,,18.9,159.9,31,2.4,27.6,32.97,61.2,21.6,1.8,0,-0,-0.1,2.6,63.4,,22.79,0,63.1,21.6,3.3,,0.1,0.3,2.4,63.3,257.6,16.09,92.1,24.8,2.4,0,-0,0.1,3.3,53.9,,28.85,0,36.4,22.8,1,0,-0,0.2,3.2,59.4,36.41,,,,,,,,,,,108.9,25.1,2.8,,0.1,0.6,3.2,50.5,,25.73,,,,,,,,,,,208.5,28.7,1.9,,28.8,33.05,95.8,23,2.4,-0,0,0.3,2.4,56.9,,24.36,,,,,,,,,,70.5,21,2.7,,0,0.1,3.5,63.6,196.2,21.8,0,109.9,22.1,2.1,0.1,-0,0.1,2.5
04/01/2018,19:00,82.6,20.5,2.3,0,-0,0,2.1,65.2,18.2,75.5,20.6,2.1,0.2,0.2,0.8,1.3,65,12.3,29.82,,65.6,20.6,1,0,0.1,0.2,1.9,61.3,,27.87,106.2,22.4,3.2,0.1,0.1,0.6,1.8,57.6,,18.8,107.1,22.6,2.9,0.1,0.1,0.6,2.1,58.1,66.1,21.32,51.5,21.5,1.5,0.1,0.1,0.7,1.6,60.9,71.6,33.83,99.5,21.3,1.4,-0,0.3,1.8,61.6,28.44,88.9,21,1.5,-0,-0.1,-0,1.9,65.3,20.57,0,142.5,21.4,3.2,0,-0,0.1,2,62.9,28.7,15.24,119.1,21.8,2.6,0.1,0.1,0.1,61.5,19.05,,117.5,21.6,3.4,0.1,,,58.5,11.92,134.6,21.6,3,0.1,0,-0,2.1,61.5,,19.51,116.6,21.5,4,0,0,0.2,,58.9,51.6,12.82,122.7,21.8,1.7,0.2,0.1,0.2,1.8,60.9,,16.46,168.4,29.3,3.2,31,20.18,63,20.8,1.1,0.1,-0,0,2.4,66.5,,24,0,59,20.5,2.7,,-0,0.3,2.1,67.6,44.7,12.4,76,23.5,2.1,0,-0,0.1,2.6,56.7,,16.59,0,100.6,20.5,2.1,0,-0,0.2,2.6,67.6,33.86,,,,,,,,,,,108.7,24.8,2.7,,0.1,0.6,2.9,50.7,,25.83,,,,,,,,,,,201.6,27.6,2.2,,30.1,24.54,103.3,22,2.3,-0,0,0.3,2.1,59.7,,21.35,,,,,,,,,,79,20,2.2,,0,0.2,3.3,67.3,32.3,19.28,0,111.2,20.9,1.5,0.1,-0,0.1,2.4
04/01/2018,20:00,95.9,19.9,1.6,0,-0,0,2.2,67.9,15.9,103.1,20.2,1.2,0,-0,0.5,1.5,67.1,-10.8,40.01,,83.2,19.4,0.5,0,0,0.2,1.8,67,,29.33,116.7,20.9,2.7,0.1,0,0.7,1.4,63.6,,15.81,118.7,20.9,2.6,0.1,0,0.5,1.7,64.8,4,15.35,101.2,20.5,0.9,0,0,0.8,1.3,64.6,-2.2,42.39,107.2,20.4,0.9,-0,0.5,1.6,65.8,28.32,84.9,19.2,1,0,-0.1,0,1.8,73.6,14.9,0,124.9,20.6,1.5,0,-0,0.3,1.9,65.8,-1.5,30.58,109.6,21.2,2,0,0,0,65,19.04,,105.1,21.2,2.8,0.1,,,60.1,13.02,118.8,21.2,2.1,0.1,-0,0,2.2,63.3,,12.44,112.5,21,3.2,0,0,0.4,,61,-1.8,11.29,112.1,20.1,1.4,0.1,0.1,0.3,1.6,67.5,,13.34,154.5,27,2.7,35,18.79,68.3,20.2,0.6,0,-0,0.2,2.2,69.2,,32.87,0,63.8,19.9,1.5,,-0,0.5,1.8,70.7,-0.8,20.08,89.8,21.4,1.5,0,-0,0.2,2.1,63.3,,18.37,0,104.2,17.8,1.8,0.1,-0,0.2,2,77.7,25.43,,,,,,,,,,,92.8,23.9,1.8,,0.1,0.4,2.7,53.2,,36.76,,,,,,,,,,,189.1,25.3,1.4,,39.1,30.96,106.6,20.9,1.8,-0,-0,0.3,1.7,63.9,,20.96,,,,,,,,,,82.1,18.3,1.5,,0,0.2,2.7,74,-1.2,24.53,0,118.9,19.9,0.7,0,-0,0.1,2.1
04/01/2018,21:00,101.9,19.7,1.4,0,-0,0,2.4,69.3,15.58,111.1,20,0.9,0,-0,0.6,1.5,68.6,-12.4,37.12,,56.5,18.1,0.1,0,0,0.4,1.6,73.8,,80.71,108.1,20.3,1.9,0.2,-0,0.7,1.3,65.5,,17.16,124.5,19.6,1.2,0.1,-0,0.4,1.5,70.3,1.5,52.84,83.4,19.8,0.6,0,0.1,1.1,1,67.8,-4,49.47,105,20,0.6,-0,0.8,1.3,68.1,28.66,257.1,17.6,0.1,-0,0.1,0.5,1,83.2,68.43,0,113.9,19.9,1.1,0.1,-0,0.5,1.7,69.6,-3,18.59,103.3,21,1.8,0.2,0.1,0.1,66.4,16.22,,94.5,21.1,2.8,0,,,61,12.08,114.5,21,2.1,0.1,0,0.1,1.9,64,,11.97,97.7,20.8,2.9,0.1,0,0.2,,62.3,-3.3,10.69,109.7,19.4,1.2,0,0,0.4,1.6,71.2,,14.18,131.2,25.4,2.4,41.4,20.34,290.9,19.1,0.5,0,0.6,1.3,0.8,74.7,,55.59,0,285.4,18.2,0.7,,-0,0.6,1.1,78.9,-3.7,46.72,93.4,20,1.2,0,-0,0.3,1.7,68.4,,22.92,0,98.8,16.4,0.5,0,-0,0.3,1.7,83.8,50.56,,,,,,,,,,,111.3,22.1,2,,0,0.6,2.1,58.2,,19.81,,,,,,,,,,,161.8,22.7,1.8,,56.6,18.91,95.6,20.3,1.2,0,-0,0.5,1.4,66.9,,25.28,,,,,,,,,,88.6,16.7,1.2,,0,0.2,1.9,81.7,-3.5,25.84,0,158.7,17.7,0.7,0,-0,0.3,1.4
04/01/2018,22:00,86,19.1,0.9,0.1,-0,0.1,1.9,72.6,19.59,80.9,19.5,0.6,0,0.1,0.8,1.6,71.6,-12,40.13,,302.1,17.3,0.2,0,0,0.8,1,78,,55.49,90.3,19.6,0.5,0.2,0.1,1.2,0.6,68.2,,57.19,213.1,17.3,0.5,0,-0,0.4,1.3,81.4,1.8,18.91,65.7,19.1,0.3,0,0.1,1.4,0.7,71.2,-3.9,48.71,131.9,19.1,0,0.2,1.7,0.5,73.1,85.6,234.3,17,0.2,-0,0.3,1.1,0.3,86.7,66.76,0,212.2,19.1,0.5,0.1,0.1,1.1,0.9,73.4,-2.4,46.03,109.9,20.8,1.3,0.2,0,0.2,68.1,16.84,,109.9,20.9,2.2,0.1,,,62.6,12.49,120.3,20.8,1.6,0.1,-0,0.1,1.7,66.1,,12.2,115,20.5,2,0,0.1,0.6,,64.2,-3.4,14.05,145.7,18.7,0.8,0,0.3,1.1,0.9,74.5,,20.83,96.8,25,2.6,46.2,26.99,263.5,17.8,0.4,0,0.5,1.4,0.2,81.9,,32.23,0,269.7,16.5,0.9,,-0,0.4,0.8,87.9,-3.3,18.26,126.3,18.6,0.3,0,-0,0.3,1.5,74.2,,62.81,0,213.8,15,0.2,0,-0,0.8,0.8,90.3,74.56,,,,,,,,,,,113.4,20.8,1.6,,-0,0.7,1.5,63,,23.37,,,,,,,,,,,177.1,20.8,1.8,,65.4,15.39,38.1,19.2,0.3,0,-0,1,0.7,72.8,,56.23,,,,,,,,,,71.7,15.3,0.5,,-0,0.2,1.7,87.9,-3.7,37.68,0,147.9,15.8,0.8,0,-0,0.2,0.9
